PROFICIENCIA_LP_SAEB,PROFICIENCIA_MT_SAEB,ERRO_PADRAO_LP_SAEB,ERRO_PADRAO_MT_SAEB,INSE_ALUNO,ID_SERIE,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,IN_PUBLICA,ID_LOCALIZACAO,TX_RESP_Q01,TX_RESP_Q02,TX_RESP_Q04,TX_RESP_Q12b,TX_RESP_Q13b,TX_RESP_Q12f
197.426858,177.877475,31.124004,37.486928,5.32,12,1,15,6322328,2,1,1,B,B,C,A,B,B
306.125402,287.5124,18.767499,25.532398,5.23,12,3,32,6325323,2,1,1,B,C,B,B,B,B
180.232826,197.243943,30.48426,39.461045,3.52,12,1,15,6322387,2,1,2,A,C,C,A,A,A
319.02364,341.355938,20.604422,24.025541,4.58,12,2,28,6323994,2,1,1,A,B,A,A,B,A
,,,,,12,5,50,6327297,2,1,1,.,.,.,.,.,.
280.52291,250.55684,18.636707,41.906894,5.86,12,5,51,6327428,2,1,1,A,C,A,A,B,B
213.127751,259.635207,26.794712,37.511577,4.3,12,2,21,6322641,2,1,1,B,B,C,A,B,A
247.648976,313.557163,23.912503,21.427777,5.65,12,3,35,6325965,2,1,1,B,B,C,C,B,B
262.901794,253.424116,18.781382,31.283159,3.43,12,2,21,6322676,2,1,1,A,C,A,A,A,A
336.533082,266.930497,21.123787,31.316639,4.98,12,3,35,6325792,2,1,1,B,B,C,A,B,B
268.745217,274.163523,20.614118,32.609932,4.79,12,3,35,6325693,2,1,1,A,B,C,A,B,A
,,,,,12,4,42,6326604,2,1,1,.,.,.,.,.,.
290.637997,248.739109,20.789646,29.774793,3.35,12,2,29,6324294,2,1,1,B,B,B,A,B,A
299.901946,328.803081,18.992335,22.280023,3.87,12,2,24,6323372,2,1,1,A,B,C,A,B,A
284.158687,258.644739,18.044068,39.664438,4.82,12,2,22,6323055,2,1,1,B,B,C,B,B,B
258.093025,289.754968,21.200036,29.696544,5.31,12,2,23,6323218,2,1,1,A,C,C,A,B,B
249.292246,239.065209,24.37997,33.985554,3.55,12,2,29,6324035,2,1,1,B,B,C,A,A,B
279.169046,267.672691,19.02473,27.454367,5.03,12,1,15,6322421,2,1,1,B,B,C,B,B,D
312.253327,221.148085,18.806725,35.536286,3.95,12,1,15,6322335,2,1,1,B,D,C,B,A,A
,,,,,12,4,43,6326787,2,1,1,.,.,.,.,.,.
,,,,,12,4,43,6327101,1,1,1,.,.,.,.,.,.
232.989183,250.350206,23.412035,40.941354,3.94,12,3,33,6325369,2,1,1,A,C,C,A,B,A
254.567601,256.20638,19.533848,35.227649,5.91,12,3,35,6325780,2,1,1,B,C,C,B,B,B
,,,,,12,5,50,6327291,1,0,1,.,.,.,.,.,.
349.035694,337.426708,22.302289,23.57639,4.01,12,2,23,6323119,1,0,1,C,A,C,B,B,A
164.89869,180.0798,32.30179,37.671485,4.75,13,4,43,6327086,2,1,1,C,E,F,D,A,D
310.666362,362.024977,19.103348,16.147126,4.79,12,1,13,6322289,2,1,1,A,C,C,A,B,A
220.845725,212.121977,24.889033,38.612097,3.1,12,1,15,6322329,2,1,2,A,C,C,B,A,A
314.006728,288.432332,18.867824,29.487283,5.82,12,4,41,6326360,2,1,1,A,B,D,C,B,B
,,,,,12,2,29,6324332,1,1,1,.,.,.,.,.,.
277.499166,301.17595,19.065719,25.202689,5.4,12,2,29,6324147,2,1,1,B,C,C,B,B,A
,,,,,13,2,29,6324004,2,1,1,.,.,.,.,.,.
236.108294,230.452369,23.593512,34.433363,3.7,12,2,23,6323234,2,1,1,B,B,C,A,B,A
291.540977,280.398089,18.75951,29.783792,5.77,12,3,35,6325730,2,1,1,B,B,A,B,B,D
,,,,,12,1,13,6322301,2,1,1,.,.,.,.,.,.
354.601832,301.910711,23.565139,27.081118,4.82,12,3,31,6324479,1,1,1,A,B,C,D,B,A
333.923034,351.056667,21.111391,17.638892,5.6,12,4,43,6327171,2,1,2,A,B,A,C,B,C
267.16255,235.210763,20.752678,33.486267,4.15,12,3,31,6324913,2,1,1,B,B,C,A,B,A
,,,,,12,3,35,6325854,2,1,1,.,.,.,.,.,.
258.447496,201.160765,24.269343,35.96839,4.9,13,2,21,6322805,1,1,1,B,B,A,A,B,B
233.313794,305.492906,27.847877,24.722462,4.9,12,4,43,6326871,2,1,1,B,B,A,A,B,B
293.822007,284.322569,20.59456,26.971737,5.87,12,3,35,6325999,1,1,1,A,C,C,B,B,A
321.388963,373.211491,19.895646,16.845277,5.82,12,2,29,6324332,1,1,1,A,B,C,C,B,A
316.493753,291.286753,21.205435,31.684466,4.09,12,3,35,6325740,2,1,1,A,B,B,B,B,A
245.351693,224.980622,22.896361,32.748824,4.14,12,2,29,6324127,2,1,1,B,C,C,A,B,A
,,,,,12,3,31,6324913,2,1,1,.,.,.,.,.,.
220.810906,268.952067,31.615932,30.926846,5.52,12,3,33,6325426,2,1,1,A,B,B,B,B,B
,,,,,12,3,35,6326060,2,1,1,.,.,.,.,.,.
300.096425,293.358961,20.87201,27.550726,7.07,12,3,35,6325896,2,1,1,A,C,A,D,B,B
253.418629,240.182329,22.199981,35.592849,4.84,12,3,33,6325381,2,1,1,A,B,B,.,B,A
,,,,,12,2,29,6324067,2,1,1,.,.,.,.,.,.
275.764331,300.700586,20.165218,29.636683,4.38,12,1,13,6322289,2,1,1,B,C,C,A,A,A
297.433928,269.54011,20.489717,28.506373,4.45,12,2,25,6323463,2,1,1,B,C,C,B,B,A
253.731945,293.870655,18.327468,33.82531,4.02,12,2,27,6323834,2,1,1,A,C,C,A,B,B
,,,,,12,3,35,6325999,1,1,1,.,.,.,.,.,.
342.116078,287.803655,19.390935,34.518207,4.09,13,2,23,6323146,2,1,1,B,B,C,B,B,A
209.908701,250.623799,25.02908,32.904819,5.36,13,2,29,6324274,2,1,1,B,B,A,B,B,B
330.217895,296.192814,19.794605,34.926501,3.8,12,3,33,6325412,1,1,1,B,C,C,A,B,A
,,,,,12,4,42,6326617,2,1,1,.,.,.,.,.,.
158.576176,190.211961,31.15458,35.724923,4.62,12,3,35,6325691,2,1,1,A,C,A,C,A,C
310.748672,256.83992,18.547291,37.059464,5.52,12,3,35,6325993,2,1,1,B,B,C,B,B,B
229.324924,236.916652,25.124612,34.365845,4.67,12,3,31,6324443,2,1,1,B,C,C,B,B,A
226.580448,210.077715,22.767497,42.37801,,12,3,35,6325999,1,1,1,.,.,.,.,.,.
344.472586,296.972512,21.821985,27.870039,5.37,12,4,41,6326110,2,1,1,B,B,A,B,B,B
292.689233,225.676035,19.732184,40.802238,4.8,12,3,31,6325237,2,1,1,B,C,A,A,B,A
236.425301,228.055427,22.637532,39.327407,5.55,12,4,41,6326431,2,1,1,B,D,A,B,B,B
,,,,,12,2,27,6323867,2,1,2,.,.,.,.,.,.
211.026765,219.336335,24.794603,38.161717,4.56,12,1,13,6322270,2,1,1,A,F,C,D,B,.
302.429464,263.527772,18.555334,31.313565,5.19,12,3,31,6325236,2,1,1,B,B,C,B,B,A
327.798139,287.097958,19.378705,40.851423,5.36,12,3,33,6325417,2,1,1,A,B,C,B,B,B
,,,,,12,3,35,6326021,2,1,1,.,.,.,.,.,.
303.522957,285.41096,20.139985,29.527637,6.19,12,4,43,6326818,2,1,1,A,C,A,B,B,C
239.392244,221.436881,24.289672,30.332822,4.82,13,3,35,6325864,2,1,1,A,C,A,A,B,A
300.515741,241.115619,17.528504,46.3429,5.72,12,4,42,6326652,2,1,1,B,B,A,B,B,B
240.427393,204.120991,20.96352,39.335903,3.3,12,1,15,6322330,2,1,1,B,B,C,A,A,A
,,,,,12,3,35,6325824,2,1,1,.,.,.,.,.,.
,,,,,12,2,25,6323586,2,1,1,.,.,.,.,.,.
321.904747,320.146644,19.601998,22.034209,4.33,12,2,29,6324160,2,1,1,A,B,C,B,B,A
269.997489,213.359601,19.465477,36.772066,,12,3,35,6325580,2,1,1,A,C,C,.,.,.
,,,,,12,3,33,6325412,1,1,1,.,.,.,.,.,.
212.940103,193.981228,23.982747,40.74506,2.58,12,2,23,6323081,2,1,1,A,C,F,A,A,A
256.347006,226.45059,25.149955,31.019236,2.74,12,3,31,6324888,2,1,1,B,B,C,A,A,A
405.836621,398.616175,28.705515,15.709098,6.19,12,4,43,6327101,1,1,1,A,B,A,B,B,B
,,,,,12,1,16,6322473,1,0,1,.,.,.,.,.,.
,,,,,12,3,35,6325600,2,1,1,.,.,.,.,.,.
250.913534,287.008978,20.492142,27.946332,6,12,3,31,6324479,1,1,1,B,C,A,D,B,B
260.08724,308.106487,21.730365,29.458163,4.45,12,3,31,6324657,2,1,1,B,B,F,A,B,A
227.014363,249.698166,25.98528,28.918076,5.7,12,4,41,6326382,2,1,1,A,B,A,A,B,B
,,,,,12,3,35,6325545,2,1,1,.,.,.,.,.,.
260.939534,325.074503,19.244277,21.944949,4.65,12,3,35,6325721,2,1,1,B,B,A,A,B,B
314.089809,287.763412,22.465145,32.625358,4.99,12,5,52,6327510,2,1,1,B,C,C,A,B,B
,,,,,12,3,35,6325965,2,1,1,.,.,.,.,.,.
287.387654,322.977256,18.108527,25.537484,5.92,13,2,24,6323308,2,1,1,B,B,C,C,B,B
316.530775,245.904474,21.314355,38.376119,,12,1,15,6322358,2,1,1,.,.,.,.,.,.
199.093708,264.343912,29.784684,37.06455,,12,1,15,6322330,2,1,1,A,C,E,A,B,A
326.203187,258.901452,19.596544,37.303154,5.54,12,4,41,6326367,2,1,2,B,B,A,A,B,B
289.475582,276.577792,16.580127,34.469525,5.41,12,3,35,6325622,2,1,1,B,B,A,B,B,B
,,,,,12,5,52,6327658,2,1,1,.,.,.,.,.,.
308.948827,264.308756,21.619793,35.327808,4.96,13,3,35,6325718,2,1,2,A,C,B,B,B,B
344.158003,308.977345,20.311711,23.300561,4.41,13,3,35,6325771,2,1,2,B,B,C,A,B,B
330.717977,285.353,19.814989,27.831529,3.79,12,3,35,6325645,2,1,1,B,C,A,A,A,A
268.209268,264.314177,23.362451,31.390864,,12,2,29,6324262,2,1,1,.,.,.,.,.,.
,,,,,12,3,35,6325545,2,1,1,.,.,.,.,.,.
,,,,,13,1,15,6322339,1,1,1,.,.,.,.,.,.
341.670593,299.779424,21.832728,28.43606,4.44,13,2,23,6323225,2,1,1,B,B,C,A,B,A
314.366984,226.631346,19.395563,31.121519,6.01,12,1,15,6322358,2,1,2,A,C,C,B,B,B
289.743446,251.966053,18.533683,32.948248,4.3,12,2,27,6323898,2,1,1,B,B,B,A,B,A
219.580616,265.113326,26.803086,29.721807,3.74,12,3,35,6325654,2,1,1,B,C,B,A,B,A
343.030958,339.032103,23.305705,20.178528,4.66,13,2,29,6324062,2,1,1,B,C,A,B,B,A
275.236592,262.523667,20.238382,28.078908,5.72,13,4,41,6326248,2,1,1,B,C,C,B,B,B
197.560019,271.9209,34.353962,29.805366,5.4,12,3,33,6325417,2,1,1,A,C,C,A,B,B
,,,,,12,4,42,6326575,2,1,1,.,.,.,.,.,.
269.024595,220.149457,19.222735,32.225784,4.58,12,3,35,6325999,1,1,1,B,C,C,A,B,A
291.163808,218.473358,18.705354,34.783752,2.45,12,2,23,6323222,2,1,1,B,F,C,A,A,A
306.296743,323.665011,18.634338,20.656295,4.96,12,1,17,6322600,2,1,1,A,B,C,B,B,B
327.81307,300.860158,19.725077,32.749998,5.49,12,5,52,6327586,1,1,1,B,B,C,D,B,A
216.833,267.563757,26.438258,31.736502,3.08,12,2,26,6323818,2,1,1,A,C,B,A,A,A
339.941818,393.912948,19.646789,15.141288,6.12,13,2,23,6323164,2,1,1,A,B,C,A,B,B
203.011618,220.945699,31.779615,40.312565,3.97,12,3,33,6325412,1,1,1,B,B,C,A,B,A
,,,,,13,2,29,6324053,2,1,1,.,.,.,.,.,.
179.760345,324.385071,31.418808,22.830563,5.18,12,4,43,6326871,2,1,1,A,D,A,B,B,A
189.394411,229.113357,31.857296,43.827522,5.36,12,1,15,6322352,2,1,2,B,F,C,B,B,C
274.344631,218.586819,16.701277,41.360658,5.31,12,3,35,6325473,2,1,1,B,C,B,B,B,A
269.097043,277.899758,20.83025,28.02296,4.68,12,2,23,6323227,2,1,1,A,C,C,B,B,A
200.992831,201.244883,32.90407,34.981275,4.09,12,3,31,6325183,2,1,1,A,C,C,A,B,A
221.190664,306.864559,26.298596,23.950589,4.88,12,2,29,6324109,2,1,1,A,D,C,A,B,A
227.999598,229.865779,23.83135,35.448926,5.46,12,2,23,6323197,2,1,1,A,C,A,B,B,B
302.845364,209.250453,17.835815,40.333133,3.73,12,2,26,6323679,2,1,1,B,B,A,A,B,A
383.598515,323.490347,28.227966,27.001025,5.18,13,3,32,6325305,2,1,1,B,B,C,B,B,B
,,,,,12,4,43,6327194,2,1,1,.,.,.,.,.,.
232.461995,225.809897,22.772015,36.658269,5.41,12,2,21,6322805,1,1,1,B,B,C,B,B,B
308.184572,234.467898,20.962143,28.565227,5.62,12,4,41,6326175,1,1,1,A,C,E,B,B,B
,,,,,12,2,24,6323322,2,1,1,.,.,.,.,.,.
194.282625,193.446338,33.449219,42.336426,3.43,12,2,23,6323226,2,1,1,B,B,C,A,B,A
268.337856,218.833081,19.968149,37.739841,5.27,12,4,41,6326431,2,1,1,A,B,C,B,B,B
,,,,,12,3,35,6325999,1,1,1,.,.,.,.,.,.
253.219191,226.786839,21.160094,41.031285,5.98,12,3,32,6325283,2,1,1,A,C,C,B,B,B
219.949466,286.742595,31.507564,28.652978,4.46,12,1,11,6322175,2,1,1,A,B,C,B,B,A
299.810656,215.675891,21.277002,36.481873,4.34,12,1,15,6322425,2,1,1,A,B,C,A,B,A
,,,,,12,3,35,6325896,2,1,1,.,.,.,.,.,.
232.617468,187.606485,23.728987,36.792075,6.47,12,3,31,6324938,2,1,1,B,C,C,C,B,C
335.579306,325.098313,20.769867,23.816,5.35,12,3,35,6325994,2,1,1,B,B,A,A,B,B
,,,,,12,3,35,6325466,2,1,1,.,.,.,.,.,.
298.099015,267.907439,20.679514,39.116916,,12,3,35,6325999,1,1,1,A,C,E,.,.,.
176.868219,243.338401,31.291598,36.250422,6.11,12,2,26,6323766,1,1,1,A,B,A,B,B,B
253.962566,191.010774,20.86617,40.256002,3.76,12,2,29,6324177,2,1,1,B,B,B,A,B,A
,,,,,12,5,52,6327510,2,0,1,.,.,.,.,.,.
170.599145,220.77696,34.914647,45.253894,4.68,12,5,51,6327464,2,1,1,A,B,C,C,B,A
168.338004,200.544105,34.700499,41.622346,4.06,12,2,27,6323870,2,1,1,B,C,E,A,B,A
179.694233,266.762652,30.64965,50.774379,3.69,12,2,29,6324261,2,1,2,B,D,C,A,B,A
275.373113,257.497661,22.591584,31.359285,5,12,2,23,6323119,1,1,1,B,C,C,B,B,B
257.355766,221.946675,24.70447,39.106353,5.46,12,3,35,6325685,2,1,2,B,B,A,B,B,B
,,,,,12,3,35,6325999,1,1,1,.,.,.,.,.,.
214.83884,195.345895,28.60497,40.06826,4.12,12,4,41,6326352,2,1,1,B,B,B,A,B,B
,,,,,12,3,35,6325623,2,1,1,.,.,.,.,.,.
310.080885,277.104186,20.268352,25.233486,5.57,13,3,35,6325610,2,1,1,B,C,A,B,B,B
,,,,,12,3,35,6325545,2,1,1,.,.,.,.,.,.
350.197613,338.272359,24.805676,18.272264,3.57,12,2,26,6323787,2,1,1,A,C,F,A,A,A
302.114936,306.625899,20.30521,22.653943,5.23,12,3,35,6325993,2,1,1,A,C,A,A,B,B
295.395474,248.903433,22.023021,28.986208,5.43,12,4,42,6326594,2,1,1,A,D,A,B,B,B
,,,,,12,2,23,6323235,2,1,1,.,.,.,.,.,.
201.55831,177.840418,29.128302,37.458479,5.35,12,2,29,6324277,2,1,1,B,C,B,A,B,B
,,,,,13,2,24,6323382,2,1,1,.,.,.,.,.,.
205.048474,291.627696,32.639071,30.254797,3.31,12,2,29,6324111,2,1,1,A,C,A,A,A,A
173.107216,198.311542,32.51726,41.182026,2.58,12,2,29,6324075,2,1,1,A,B,B,A,A,A
294.07136,273.180713,19.293035,28.056216,3.93,12,2,27,6323866,1,1,1,B,D,A,B,B,A
303.582843,316.667906,21.956578,24.234634,5.37,12,3,31,6325012,2,1,1,A,B,A,B,B,B
,,,,,13,3,31,6325120,2,1,1,.,.,.,.,.,.
,,,,,12,3,35,6325545,2,1,1,.,.,.,.,.,.
173.244839,280.606959,34.861813,28.09562,3.79,12,2,25,6323610,2,1,1,B,C,C,A,A,A
168.593912,189.639121,33.115408,37.991748,,12,1,13,6322249,2,1,1,B,F,E,.,*,.
252.60826,202.907065,22.235185,38.726564,5.47,12,3,31,6325126,2,1,1,B,C,C,B,A,.
307.601684,324.68566,18.617039,17.903989,4.91,12,2,26,6323705,2,1,1,A,B,A,A,B,A
233.616036,184.433421,22.517704,37.573226,3.12,13,2,29,6324290,2,1,1,B,E,C,A,B,A
321.279217,261.031285,20.114917,39.130554,4.13,12,3,31,6325075,2,1,1,B,C,B,A,B,A
276.562359,232.246793,18.791465,44.621081,4.97,12,3,33,6325409,2,1,1,B,C,A,A,B,C
,,,,,12,2,29,6324173,2,1,1,.,.,.,.,.,.
266.087072,269.325707,21.91636,30.218858,4.81,12,1,16,6322473,1,1,1,A,B,C,C,B,A
384.626502,340.033973,26.062521,17.404088,4.18,13,3,35,6325999,1,1,1,B,B,A,B,B,A
169.954553,220.191209,31.713062,42.74757,3.73,12,1,11,6322190,2,1,1,A,C,B,A,B,A
293.837819,349.627221,20.754386,20.635056,4.4,12,2,23,6323157,2,1,1,B,B,C,B,B,B
316.209581,341.922295,18.434184,16.824988,5.66,12,4,41,6326276,2,1,1,A,C,A,C,B,B
261.849952,233.789141,17.541231,39.821719,5.44,12,3,31,6324751,2,1,1,A,C,A,B,B,B
300.591825,290.439034,18.627507,28.516154,6.82,12,3,35,6325785,2,1,1,B,B,A,B,B,C
350.800886,326.883123,23.334023,23.231087,5.22,13,3,35,6325999,1,1,1,A,C,A,C,B,A
302.080888,290.598215,18.04214,32.520113,4.9,12,3,35,6325999,1,1,1,B,C,A,C,B,A
,,,,,12,3,33,6325349,2,1,1,.,.,.,.,.,.
,,,,,12,3,35,6326007,2,1,1,.,.,.,.,.,.
349.349286,419.453953,22.570098,17.367982,6.66,12,3,32,6325344,1,0,1,A,B,A,B,B,C
191.808162,215.395367,31.363384,37.915846,4.18,13,2,21,6322678,2,1,2,A,E,C,D,B,A
357.023185,360.850959,21.558033,18.284393,4.39,12,3,33,6325353,2,1,1,A,C,C,B,B,A
,,,,,13,3,35,6325693,2,1,1,.,.,.,.,.,.
322.681068,248.015695,20.422063,32.238862,5.32,12,2,21,6322688,2,1,1,B,C,A,A,B,B
351.536437,252.551302,22.96374,31.48644,5.03,12,3,35,6325999,1,1,1,B,C,A,A,B,B
,,,,,12,3,35,6325649,2,1,1,.,.,.,.,.,.
317.516451,252.097512,18.760172,34.708688,6.47,12,3,35,6325999,1,1,1,A,B,A,B,B,C
196.760174,267.249083,33.72722,39.981459,5.85,12,3,35,6325809,2,1,1,A,C,C,B,B,C
325.694785,257.932615,19.911237,27.915423,4.69,12,3,31,6324867,2,1,1,B,D,C,B,B,A
218.334459,272.195554,27.994811,34.808121,,12,3,35,6325481,2,1,1,B,C,C,.,A,.
302.507366,225.325981,19.333418,42.823584,5.23,13,3,35,6325562,2,1,1,B,B,C,B,B,B
212.616429,216.156062,24.745514,36.52245,4.14,13,2,23,6323230,2,1,1,A,B,C,A,B,*
290.109376,336.714751,19.060375,17.836807,4.28,12,2,25,6323511,2,1,1,A,B,A,A,B,B
312.217957,266.912556,20.226261,37.019333,5.53,12,4,41,6326441,2,1,1,B,C,C,B,B,B
268.142165,227.6416,19.01035,43.969712,4.45,12,2,27,6323898,2,1,1,B,D,C,A,B,B
,,,,,12,1,16,6322467,2,1,2,.,.,.,.,.,.
274.477736,278.250147,19.014482,29.618518,5.05,12,3,32,6325344,1,1,1,B,C,C,C,B,B
277.266121,310.262254,21.395397,25.633284,,12,2,26,6323745,2,1,1,A,D,C,.,.,.
329.013554,307.985089,19.730972,29.155562,4.27,12,2,23,6323174,2,1,1,B,D,A,A,B,A
238.192035,222.831506,22.576489,38.210566,4.5,12,1,13,6322281,1,1,1,B,C,A,A,B,A
269.137536,311.072637,21.285872,26.671651,7.39,12,3,35,6325446,2,1,1,A,C,D,C,B,D
272.019305,237.712615,20.928867,42.287744,5.59,12,3,35,6325999,1,1,1,B,B,A,B,B,B
,,,,,12,1,12,6322227,2,1,2,.,.,.,.,.,.
311.377948,301.524159,20.955422,28.307787,5.2,12,3,35,6325548,2,1,1,A,C,A,A,B,B
218.699342,205.878134,27.008254,36.144618,5.09,12,3,35,6325804,2,1,1,A,D,A,B,B,B
,,,,,12,3,35,6325757,2,1,2,.,.,.,.,.,.
237.203605,292.19886,26.697472,23.209233,5.1,12,5,50,6327325,2,1,2,A,B,B,A,B,C
323.704923,242.250457,21.202846,33.232181,4.14,12,2,26,6323672,2,1,1,A,B,C,A,B,A
271.355154,249.574588,20.958121,41.666557,4.99,12,3,31,6324582,2,1,1,A,C,C,A,B,B
244.083169,222.531029,20.241357,44.518407,4.23,12,2,23,6323094,2,1,1,A,D,B,A,B,A
273.528422,284.834487,20.614724,32.457681,4.09,12,2,23,6323195,2,1,1,A,C,C,A,B,A
,,,,,13,2,24,6323333,1,1,1,.,.,.,.,.,.
314.211896,361.957627,20.760446,17.271959,5.1,12,1,17,6322613,1,1,1,B,C,A,B,B,B
,,,,,13,5,52,6327601,2,1,1,.,.,.,.,.,.
,,,,,12,3,35,6325971,2,1,1,.,.,.,.,.,.
304.868667,302.283848,17.770419,29.365047,4.63,12,2,26,6323760,2,1,1,A,B,C,A,B,B
,,,,,13,3,33,6325412,1,1,1,.,.,.,.,.,.
264.063052,203.385224,23.0493,35.279517,4.75,12,4,43,6327119,2,1,1,B,C,B,A,B,A
,,,,,13,2,26,6323772,2,1,2,.,.,.,.,.,.
,,,,,12,3,35,6325824,2,1,1,.,.,.,.,.,.
316.011025,293.880995,19.059273,30.825848,,13,2,23,6323128,2,1,1,.,.,.,.,.,.
248.836789,268.439702,20.879338,34.959366,,12,2,26,6323726,2,1,1,B,B,A,.,.,.
,,,,,12,3,35,6325979,2,1,1,.,.,.,.,.,.
260.26172,265.997654,20.385536,31.179759,4.02,12,3,32,6325336,2,1,1,B,C,C,A,B,A
,,,,,12,3,35,6325901,2,1,1,.,.,.,.,.,.
288.900793,228.785772,19.165769,37.137322,,12,4,43,6327080,2,1,1,B,B,A,B,B,B
,,,,,12,2,29,6324330,2,1,1,.,.,.,.,.,.
364.713227,367.571173,23.37672,16.0838,5.25,12,2,29,6324277,2,1,2,B,B,A,B,B,A
,,,,,12,2,24,6323392,2,1,1,.,.,.,.,.,.
230.245258,227.492647,23.777524,38.415524,4.14,12,3,33,6325369,2,1,1,B,C,B,A,*,A
297.927124,217.212148,18.427022,31.365657,6.04,12,3,35,6325999,1,1,1,B,B,C,C,B,A
313.558433,321.293667,19.309287,20.505051,6.33,12,3,31,6324479,1,1,1,B,D,C,C,B,B
285.057259,236.82974,21.260088,39.312316,5.29,12,3,35,6325883,2,1,1,B,B,A,B,B,B
,,,,,12,3,35,6325999,1,1,1,.,.,.,.,.,.
300.103643,276.238861,19.326035,28.179235,2.85,12,2,29,6323997,2,1,1,B,.,C,.,.,A
324.591981,333.205663,22.023076,19.22003,4.35,12,1,12,6322236,1,1,1,B,C,A,B,B,A
,,,,,12,3,35,6325999,1,1,1,.,.,.,.,.,.
224.029735,214.860981,21.771299,35.631527,6.12,12,3,35,6325701,2,1,1,A,C,A,B,B,B
322.406262,270.336128,19.661885,44.176234,5.93,13,4,41,6326175,1,1,1,B,C,A,B,B,B
256.587544,234.251147,20.741549,37.348986,3.29,12,2,23,6323119,1,1,1,B,C,A,A,B,A
250.855245,334.377222,22.485419,20.806813,6.06,12,3,35,6326018,2,1,1,A,B,A,B,B,B
269.90956,346.564768,19.096351,15.302369,7.18,12,1,15,6322382,2,1,1,A,C,C,D,B,C
294.2984,319.37561,21.877464,22.461562,4.51,12,4,43,6326991,2,1,1,B,C,A,A,B,B
,,,,6.27,12,2,29,6324307,2,1,1,A,C,C,B,B,B
190.67379,202.055825,32.459357,39.213163,3.83,12,2,29,6324030,2,1,1,B,D,C,A,B,A
231.06962,248.606086,25.775209,42.706881,4.73,12,5,50,6327299,2,1,1,B,C,A,C,B,A
180.909262,266.479726,32.623865,32.77677,6.09,13,3,35,6325501,2,1,1,B,D,C,D,B,B
248.213904,255.135483,23.230778,42.487,4.75,12,1,15,6322459,2,1,1,A,C,C,*,B,A
215.141303,254.011824,25.289451,44.845377,4.31,12,1,13,6322289,2,1,1,A,C,C,A,A,A
241.250323,265.330188,23.622106,41.975529,3.92,13,2,22,6323052,1,1,1,B,B,B,A,B,A
,,,,,12,3,35,6325586,2,1,1,.,.,.,.,.,.
308.71446,241.81623,18.876033,31.550884,5.93,12,3,35,6325522,2,1,1,B,B,A,B,B,B
207.286807,297.144995,33.017397,25.140984,5.36,12,3,35,6325510,2,1,1,A,B,A,.,B,B
,,,,,12,4,42,6326622,2,1,1,.,.,.,.,.,.
165.655453,253.356263,32.471808,38.849695,4.84,12,2,25,6323586,2,1,1,A,C,B,B,B,C
,,,,,13,5,52,6327510,2,1,1,.,.,.,.,.,.
239.404089,261.963402,25.779837,28.08623,4.6,12,2,29,6324127,2,1,1,B,B,C,A,B,B
,,,,,12,2,29,6324094,2,1,1,.,.,.,.,.,.
169.426098,218.095805,33.152982,35.938599,6.08,12,4,41,6326454,2,1,1,A,B,C,C,B,B
349.339259,281.830553,21.03415,27.512272,5.56,12,3,35,6325950,2,1,1,A,B,A,C,B,B
317.232169,287.65241,20.043516,40.913296,5.55,12,1,13,6322281,1,1,1,A,C,A,B,B,C
224.656643,223.221188,23.334849,39.183372,2.98,12,2,29,6324077,2,1,2,A,D,E,A,B,A
220.734491,246.239884,25.847216,37.471893,6.25,12,4,41,6326414,2,1,1,A,D,C,.,B,C
347.984733,337.946283,21.974484,18.521152,5.92,12,3,35,6325654,2,1,1,A,C,B,A,B,B
256.011763,265.409332,22.162683,34.276417,3.62,12,2,23,6323092,2,1,2,B,B,A,A,B,A
255.130986,259.463506,25.140644,25.837849,5.31,12,5,53,6327738,1,1,1,B,B,A,B,B,B
,,,,,12,3,35,6325956,2,1,1,.,.,.,.,.,.
,,,,,12,3,35,6325999,1,1,1,.,.,.,.,.,.
290.121056,259.873196,18.907822,37.188463,5.33,12,3,35,6325573,2,1,1,A,B,C,B,B,A
217.296059,247.123933,25.93217,32.154465,6.27,12,2,21,6322805,1,1,1,A,C,F,C,B,B
194.425703,211.76259,31.0953,37.178626,5.17,12,3,35,6325694,2,1,1,A,E,B,A,B,B
322.401524,317.929843,19.763311,26.892426,5.89,13,2,24,6323284,2,1,1,B,B,A,C,B,B
368.659289,388.635706,23.348898,14.975902,4.97,12,3,31,6324974,2,1,1,A,C,C,C,B,A
321.430118,339.873842,21.461069,17.733518,4.35,13,3,35,6325623,2,1,1,B,C,A,*,B,A
303.431998,278.90895,21.233202,24.527286,5.93,12,4,42,6326617,2,1,1,B,B,E,D,B,B
320.947886,325.872646,21.1196,21.610713,5.92,12,3,35,6325723,2,1,1,A,C,A,B,B,B
272.448703,327.621014,20.578914,19.98542,4.87,12,2,24,6323332,2,1,2,A,C,D,B,B,C
216.692842,263.732282,27.531916,39.431423,4.41,12,3,33,6325412,1,1,1,A,B,B,A,B,A
278.807799,328.80213,17.543104,25.44515,5.48,12,2,26,6323701,2,1,1,A,B,A,B,B,B
,,,,,12,4,42,6326517,2,1,1,.,.,.,.,.,.
,,,,,12,2,22,6322917,2,1,1,.,.,.,.,.,.
249.566446,252.760898,21.107424,31.269466,5.61,12,1,15,6322328,2,1,1,B,C,C,B,B,A
